chr1	713191	715294	2104	*
chr1	738766	740844	2079	*
chr1	761416	764405	2990	*
chr1	775129	779362	4234	*
chr1	855870	860492	4623	*
chr1	874860	878458	3599	*
chr1	893040	897500	4461	*
chr1	901001	903729	2729	*
chr1	931306	938150	6845	*
chr1	947693	951050	3358	*
chr1	953636	957657	4022	*
chr1	993840	995975	2136	*
chr1	1003676	1005889	2214	*
chr1	1009011	1017556	8546	*
chr1	1050063	1053175	3113	*
chr1	1056234	1060444	4211	*
chr1	1119899	1122009	2111	*
chr1	1141301	1145262	3962	*
chr1	1165102	1168929	3828	*
chr1	1183440	1187300	3861	*
chr1	1208051	1210739	2689	*
chr1	1225966	1230919	4954	*
chr1	1239926	1245425	5500	*
chr1	1253011	1254726	1716	*
chr1	1259028	1261700	2673	*
chr1	1281913	1286950	5038	*
chr1	1309451	1312976	3526	*
chr1	1332499	1338284	5786	*
chr1	1341680	1344217	2538	*
chr1	1352224	1355137	2914	*
chr1	1357724	1359541	1818	*
chr1	1366596	1372109	5514	*
chr1	1405870	1408582	2713	*
chr1	1445801	1449011	3211	*
chr1	1508760	1511325	2566	*
chr1	1549023	1552400	3378	*
chr1	1564526	1566650	2125	*
chr1	1589124	1591756	2633	*
chr1	1621953	1626221	4269	*
chr1	1644983	1647468	2486	*
chr1	1654718	1657045	2328	*
chr1	1675228	1678994	3767	*
chr1	1706276	1715416	9141	*
chr1	1759226	1760750	1525	*
chr1	1764851	1766375	1525	*
chr1	1795601	1796975	1375	*
chr1	1799677	1801852	2176	*
chr1	1820228	1824053	3826	*
chr1	1848622	1853881	5260	*
chr1	1873360	1876396	3037	*
chr1	1890810	1892714	1905	*
chr1	2103544	2108470	4927	*
chr1	2120201	2122126	1926	*
chr1	2125226	2127907	2682	*
chr1	2143261	2145127	1867	*
chr1	2157849	2164175	6327	*
chr1	2242122	2244942	2821	*
chr1	2245555	2249558	4004	*
chr1	2320944	2324955	4012	*
chr1	2342726	2348075	5350	*
chr1	2455301	2461325	6025	*
chr1	2485419	2491852	6434	*
chr1	2515676	2519675	4000	*
chr1	2528266	2529883	1618	*
chr1	3540401	3543245	2845	*
chr1	3565223	3570800	5578	*
chr1	3580301	3586597	6297	*
chr1	3604376	3605900	1525	*
chr1	3634001	3637325	3325	*
chr1	3662026	3665114	3089	*
chr1	3675731	3677268	1538	*
chr1	3687626	3693500	5875	*
chr1	3711701	3714336	2636	*
chr1	3772226	3776893	4668	*
chr1	3815351	3819302	3952	*
chr1	5952453	5954460	2008	*
chr1	6021229	6022735	1507	*
chr1	6050876	6055868	4993	*
chr1	6207801	6211239	3439	*
chr1	6216976	6218763	1788	*
chr1	6242768	6244468	1701	*
chr1	6258326	6260975	2650	*
chr1	6264111	6270725	6615	*
chr1	6294172	6297054	2883	*
chr1	6304526	6308361	3836	*
chr1	6319376	6322100	2725	*
chr1	6349976	6351800	1825	*
chr1	6402630	6404601	1972	*
chr1	6437371	6440076	2706	*
chr1	6451976	6455375	3400	*
chr1	6482565	6485525	2961	*
chr1	6577083	6579123	2041	*
chr1	6613194	6615994	2801	*
chr1	6638483	6641712	3230	*
chr1	6672251	6675950	3700	*
chr1	6683738	6686825	3088	*
chr1	6760278	6763268	2991	*
chr1	6779412	6780961	1550	*
chr1	6786888	6788450	1563	*
chr1	6843551	6847400	3850	*
chr1	6859472	6862215	2744	*
chr1	6876873	6878761	1889	*
chr1	6881951	6883550	1600	*
chr1	6970335	6973436	3102	*
chr1	7726868	7728954	2087	*
chr1	7763870	7765788	1919	*
chr1	7830238	7832675	2438	*
chr1	7962220	7963700	1481	*
chr1	7999986	8003285	3300	*
chr1	8012463	8015300	2838	*
chr1	8063135	8066846	3712	*
chr1	8074484	8076139	1656	*
chr1	8084889	8087830	2942	*
chr1	8226626	8230775	4150	*
chr1	8498350	8499908	1559	*
chr1	8522418	8524427	2010	*
chr1	8577341	8582103	4763	*
chr1	8584306	8586950	2645	*
chr1	8600750	8603207	2458	*
chr1	8738704	8740370	1667	*
chr1	8760141	8764903	4763	*
chr1	8785400	8787438	2039	*
chr1	8823326	8825653	2328	*
chr1	8876111	8879021	2911	*
chr1	8908261	8910059	1799	*
chr1	8932679	8934897	2219	*
chr1	8936426	8941052	4627	*
chr1	9030500	9031888	1389	*
chr1	9067826	9071825	4000	*
chr1	9096701	9098525	1825	*
chr1	9128651	9130775	2125	*
chr1	9131063	9132784	1722	*
chr1	9134089	9141875	7787	*
chr1	9181526	9183125	1600	*
chr1	9187976	9190607	2632	*
chr1	9222101	9225799	3699	*
chr1	9238976	9243350	4375	*
chr1	9259976	9261425	1450	*
chr1	9266474	9268043	1570	*
chr1	9293210	9296075	2866	*
chr1	9308987	9311051	2065	*
chr1	9326445	9328077	1633	*
chr1	9335010	9337266	2257	*
chr1	9597661	9601101	3441	*
chr1	9647801	9654500	6700	*
chr1	9710951	9716375	5425	*
chr1	9968801	9972050	3250	*
chr1	9988710	9990428	1719	*
chr1	10001792	10004300	2509	*
